upi_id,customer_id,bank_name,account_type,date_added,status
janet4569@upi,cust106940,hdfc,current,30-03-2023,active
amanda5032@upi,cust103729,sbi,current,01-10-2024,active
paul7809@upi,cust102013,axis,credit_card_linked,08-10-2022,active
benjamin2467@upi,cust102219,hdfc,current,06-04-2025,active
stacy6748@upi,cust100819,axis,credit_card_linked,04-07-2025,active
jaclyn6611@upi,cust108939,hdfc,credit_card_linked,14-01-2025,active
alexander6758@upi,cust100788,icici,savings,12-12-2023,active
kyle3797@upi,cust107562,kotak,credit_card_linked,26-12-2022,active
dr.6741@upi,cust104721,kotak,current,28-04-2025,active
kimberly4300@upi,cust103802,kotak,credit_card_linked,30-01-2022,active
gary8212@upi,cust105732,pnb,current,01-09-2024,active
bradley2325@upi,cust106551,sbi,credit_card_linked,27-03-2025,active
brandi4882@upi,cust109626,hdfc,credit_card_linked,01-11-2024,active
alexander7826@upi,cust101697,axis,credit_card_linked,16-01-2024,active
john7092@upi,cust102239,axis,savings,21-02-2025,active
rachel4857@upi,cust106021,axis,savings,22-05-2025,active
frank1556@upi,cust107250,kotak,current,03-12-2024,active
maureen2921@upi,cust101561,icici,savings,15-03-2023,active
kristen1034@upi,cust109146,sbi,current,28-01-2025,blocked
bonnie5840@upi,cust103499,axis,credit_card_linked,18-05-2025,active
james5700@upi,cust100982,hdfc,savings,07-04-2025,active
christy1724@upi,cust104948,icici,credit_card_linked,23-04-2024,active
rebecca3645@upi,cust100885,icici,current,15-08-2022,active
carla7803@upi,cust107660,kotak,current,06-06-2025,active
nicole2641@upi,cust100853,sbi,savings,01-04-2023,active
joe1050@upi,cust107405,hdfc,credit_card_linked,02-08-2025,blocked
wesley9160@upi,cust109497,hdfc,savings,11-10-2024,active
teresa7122@upi,cust102679,hdfc,credit_card_linked,31-05-2025,active
elizabeth4062@upi,cust107263,sbi,current,01-01-2025,active
tracy9008@upi,cust107792,axis,savings,15-03-2025,active
tony9429@upi,cust102792,axis,credit_card_linked,18-11-2021,active
luis7154@upi,cust107061,axis,current,11-11-2024,active
cynthia8410@upi,cust104678,kotak,credit_card_linked,17-03-2025,active
isaiah8272@upi,cust103831,axis,credit_card_linked,15-08-2023,active
brandon1378@upi,cust102711,kotak,savings,18-05-2024,active
todd8070@upi,cust103624,icici,credit_card_linked,22-12-2024,active
jessica2624@upi,cust109096,kotak,credit_card_linked,18-05-2025,active
michael4396@upi,cust100628,axis,credit_card_linked,11-07-2025,active
christopher3525@upi,cust101277,pnb,current,14-12-2024,active
erika5666@upi,cust108197,sbi,current,05-08-2024,active
pamela1612@upi,cust101657,pnb,credit_card_linked,27-06-2023,active
jason3516@upi,cust101537,axis,credit_card_linked,30-09-2024,active
dr.4364@upi,cust106499,kotak,current,18-02-2025,active
jesse1804@upi,cust104698,pnb,credit_card_linked,18-09-2023,suspended
emma6761@upi,cust103851,icici,current,01-05-2023,active
melanie3715@upi,cust101307,sbi,savings,04-05-2024,active
tracy3713@upi,cust105150,kotak,current,13-05-2025,active
harold7951@upi,cust104218,axis,credit_card_linked,03-12-2024,active
richard8600@upi,cust101861,hdfc,savings,30-06-2025,active
sarah2504@upi,cust104758,kotak,credit_card_linked,19-10-2024,active
mary6800@upi,cust101100,pnb,credit_card_linked,14-07-2022,active
heather7611@upi,cust104396,sbi,current,03-07-2025,active
julie3612@upi,cust105742,hdfc,credit_card_linked,16-01-2024,active
jimmy3360@upi,cust103541,sbi,credit_card_linked,14-04-2025,active
christy1356@upi,cust104468,sbi,credit_card_linked,11-04-2024,active
hunter3026@upi,cust106302,icici,current,19-11-2023,active
taylor1120@upi,cust109888,kotak,savings,10-02-2025,active
eddie1927@upi,cust101715,kotak,credit_card_linked,13-07-2025,active
michael2326@upi,cust107687,hdfc,credit_card_linked,15-05-2024,active
rebecca4251@upi,cust103640,pnb,savings,12-01-2023,active
troy5020@upi,cust105890,axis,savings,19-02-2025,suspended
angel8672@upi,cust101052,axis,current,16-05-2024,active
steven6935@upi,cust103716,icici,credit_card_linked,07-08-2023,active
justin1753@upi,cust108227,pnb,current,22-05-2025,active
eric6592@upi,cust107829,icici,current,21-11-2022,active
michelle2340@upi,cust104268,sbi,savings,18-03-2025,active
steven2234@upi,cust104680,pnb,current,11-12-2023,active
heather2378@upi,cust106858,sbi,credit_card_linked,16-06-2022,active
veronica3064@upi,cust105669,hdfc,credit_card_linked,09-02-2025,active
daniel9259@upi,cust106514,hdfc,credit_card_linked,04-03-2024,active
rebecca3250@upi,cust107387,kotak,credit_card_linked,12-10-2023,blocked
joseph5896@upi,cust104911,pnb,savings,07-02-2024,active
cassandra6232@upi,cust104154,hdfc,current,26-04-2023,active
brett5067@upi,cust106303,pnb,credit_card_linked,23-05-2024,active
emily7011@upi,cust101251,pnb,credit_card_linked,25-05-2023,active
madison1971@upi,cust101760,sbi,savings,21-08-2023,active
jeffrey5915@upi,cust104201,axis,credit_card_linked,08-08-2024,active
william6297@upi,cust104404,sbi,savings,23-02-2022,active
destiny1727@upi,cust103762,axis,current,21-07-2025,active
joseph5157@upi,cust107577,axis,credit_card_linked,30-08-2024,active
charles8491@upi,cust108080,axis,savings,08-07-2024,active
james6282@upi,cust105035,kotak,savings,17-04-2023,active
sarah1788@upi,cust103285,pnb,credit_card_linked,27-12-2021,active
jill8514@upi,cust101212,pnb,current,06-08-2023,active
daniel6549@upi,cust101638,axis,current,23-08-2024,active
david9820@upi,cust102931,hdfc,savings,12-01-2024,active
richard5926@upi,cust101053,icici,credit_card_linked,27-06-2023,active
charles3736@upi,cust100228,axis,savings,29-07-2024,active
jeffery5466@upi,cust108420,axis,savings,25-07-2024,active
devon2213@upi,cust104811,axis,credit_card_linked,23-07-2025,active
mary7581@upi,cust106329,pnb,savings,23-06-2025,active
kevin3612@upi,cust109610,sbi,savings,31-01-2025,active
ronald5636@upi,cust100086,icici,credit_card_linked,21-05-2022,active
matthew4048@upi,cust103259,hdfc,current,18-07-2025,active
amanda2873@upi,cust106353,kotak,credit_card_linked,05-07-2025,blocked
william9387@upi,cust106461,icici,credit_card_linked,13-06-2025,active
brett3374@upi,cust102323,pnb,current,30-06-2025,active
frank4247@upi,cust107250,axis,credit_card_linked,13-03-2025,active
valerie6417@upi,cust107552,kotak,current,29-03-2024,active
matthew5614@upi,cust106342,kotak,savings,20-01-2025,active
robert2521@upi,cust109228,axis,credit_card_linked,29-01-2024,active
michaela1520@upi,cust102909,pnb,savings,03-12-2024,active
patrick9061@upi,cust102786,sbi,savings,27-07-2024,active
jennifer5344@upi,cust102850,axis,credit_card_linked,12-07-2025,active
chelsea5612@upi,cust103130,axis,credit_card_linked,01-08-2023,active
christopher8745@upi,cust103633,kotak,current,21-06-2024,active
amber4799@upi,cust100337,axis,current,18-04-2025,active
pamela3170@upi,cust106869,pnb,current,19-06-2021,active
nicole7092@upi,cust103643,hdfc,savings,29-07-2024,active
virginia8626@upi,cust107691,hdfc,savings,30-10-2023,active
adam8817@upi,cust103997,sbi,savings,18-07-2023,active
charles9186@upi,cust102779,sbi,current,13-04-2024,active
mario5805@upi,cust102568,hdfc,savings,09-08-2024,blocked
victoria3866@upi,cust101596,hdfc,credit_card_linked,16-12-2024,active
kara1009@upi,cust103781,kotak,savings,10-05-2025,active
timothy6906@upi,cust104628,axis,credit_card_linked,05-05-2025,active
evan3739@upi,cust104804,icici,current,21-11-2023,blocked
taylor9392@upi,cust107873,sbi,current,23-11-2024,active
christopher4223@upi,cust109456,hdfc,savings,03-07-2025,active
elizabeth9871@upi,cust100560,pnb,current,11-10-2022,active
victor1333@upi,cust104962,sbi,savings,06-03-2023,active
michael1839@upi,cust104118,kotak,savings,20-06-2025,active
andrew9178@upi,cust102182,hdfc,savings,05-08-2025,active
mrs.1219@upi,cust104063,kotak,credit_card_linked,27-04-2025,active
joshua5469@upi,cust101255,hdfc,savings,01-02-2025,active
wendy9564@upi,cust103310,hdfc,current,30-07-2025,active
mr.4316@upi,cust107734,sbi,savings,30-12-2023,active
renee2586@upi,cust102812,hdfc,current,24-03-2025,active
tara9797@upi,cust109057,kotak,credit_card_linked,29-07-2025,active
ashley4529@upi,cust107344,kotak,savings,22-07-2024,active
wendy6098@upi,cust109347,pnb,savings,11-01-2025,active
brandon2505@upi,cust106790,kotak,credit_card_linked,01-08-2025,active
cynthia6066@upi,cust107421,pnb,current,25-01-2023,suspended
joann1478@upi,cust105638,axis,credit_card_linked,11-11-2022,active
tonya4926@upi,cust101526,pnb,savings,26-06-2023,blocked
christina4152@upi,cust108415,icici,savings,04-10-2023,suspended
austin1909@upi,cust100681,sbi,savings,10-05-2023,active
sean8085@upi,cust101519,sbi,current,29-06-2025,active
brooke5207@upi,cust106390,hdfc,savings,22-04-2025,active
mark9453@upi,cust103960,hdfc,savings,12-06-2025,active
cassandra1381@upi,cust108505,pnb,savings,28-12-2024,active
laurie9404@upi,cust106894,sbi,current,01-08-2025,active
jacqueline1280@upi,cust106166,sbi,credit_card_linked,18-02-2024,active
wendy5513@upi,cust101656,sbi,current,20-07-2023,active
courtney5471@upi,cust108057,sbi,current,08-11-2024,active
connie2602@upi,cust101662,axis,credit_card_linked,05-08-2025,active
charles5112@upi,cust107412,sbi,current,20-07-2024,active
linda2375@upi,cust101160,pnb,credit_card_linked,20-07-2025,active
kevin5152@upi,cust103612,icici,savings,08-11-2024,active
james7858@upi,cust103237,kotak,credit_card_linked,26-03-2024,active
nicholas7370@upi,cust109257,kotak,credit_card_linked,07-07-2025,active
robert9470@upi,cust109880,sbi,credit_card_linked,02-04-2025,active
tina8256@upi,cust106278,pnb,current,25-10-2024,active
evelyn8242@upi,cust106998,axis,credit_card_linked,20-12-2023,active
brenda1442@upi,cust103625,sbi,current,16-08-2023,active
patricia5920@upi,cust104861,hdfc,savings,14-06-2024,active
dale1361@upi,cust109735,sbi,savings,19-03-2024,active
christopher7875@upi,cust102608,hdfc,credit_card_linked,11-02-2025,active
ian1591@upi,cust104588,pnb,current,14-06-2022,active
victoria4142@upi,cust109019,sbi,credit_card_linked,08-10-2023,active
anthony7280@upi,cust102991,icici,current,23-12-2023,active
yvonne2562@upi,cust103519,axis,savings,13-05-2025,active
carolyn7142@upi,cust100501,kotak,savings,09-04-2023,active
jose2645@upi,cust108411,sbi,savings,27-01-2023,active
stephanie1029@upi,cust109549,pnb,current,13-07-2025,blocked
john2115@upi,cust108812,sbi,current,07-05-2023,active
deanna5915@upi,cust107416,pnb,savings,08-10-2024,active
john2711@upi,cust103187,pnb,savings,21-06-2023,active
ashley3195@upi,cust106285,pnb,current,09-08-2023,active
debra8366@upi,cust100957,axis,savings,01-01-2024,active
scott7583@upi,cust108110,pnb,credit_card_linked,18-07-2025,active
kim4082@upi,cust109375,pnb,savings,26-08-2024,active
daniel7879@upi,cust106441,kotak,current,08-10-2024,active
samantha1108@upi,cust104185,kotak,credit_card_linked,12-09-2024,blocked
vincent4775@upi,cust101564,kotak,current,02-12-2022,active
gregory3781@upi,cust102107,hdfc,current,20-07-2023,active
kaitlyn7399@upi,cust100907,kotak,savings,09-08-2024,active
david4389@upi,cust102119,pnb,current,21-06-2025,active
michelle1053@upi,cust109884,icici,current,28-02-2024,active
joseph5921@upi,cust107832,icici,savings,07-10-2023,active
michael7997@upi,cust103537,pnb,savings,31-10-2022,active
rebecca1755@upi,cust107387,hdfc,current,08-10-2024,suspended
dawn3114@upi,cust101784,hdfc,savings,26-04-2025,active
john8598@upi,cust107035,pnb,savings,20-09-2021,active
ashley9443@upi,cust104257,icici,savings,22-12-2024,active
jaime3098@upi,cust107534,kotak,credit_card_linked,16-08-2023,active
zachary4161@upi,cust101544,sbi,current,25-08-2024,active
bobby8374@upi,cust100735,axis,savings,28-10-2023,active
matthew6210@upi,cust102610,kotak,savings,06-11-2024,active
brian6169@upi,cust105079,pnb,savings,21-03-2025,active
mark7957@upi,cust104606,hdfc,current,24-04-2024,active
logan4080@upi,cust106653,pnb,credit_card_linked,25-02-2025,active
carl2513@upi,cust109338,sbi,savings,16-04-2022,active
danielle7902@upi,cust105203,axis,current,30-07-2025,active
david7242@upi,cust101132,hdfc,credit_card_linked,10-05-2024,blocked
nicole6794@upi,cust102273,hdfc,savings,23-07-2025,active
jessica7959@upi,cust107740,pnb,savings,10-04-2025,active
anthony2045@upi,cust103255,sbi,savings,04-04-2025,active
leah6764@upi,cust109399,icici,current,05-06-2025,active
victoria6792@upi,cust101401,axis,credit_card_linked,06-08-2023,active
eugene8699@upi,cust107980,hdfc,credit_card_linked,20-05-2025,active
douglas1236@upi,cust103026,icici,credit_card_linked,20-07-2025,active
joseph6061@upi,cust109572,axis,savings,06-03-2023,active
charles8672@upi,cust109157,hdfc,credit_card_linked,09-10-2024,active
joseph1926@upi,cust102529,hdfc,credit_card_linked,13-08-2023,active
allison6017@upi,cust107932,sbi,credit_card_linked,27-01-2024,active
joshua7878@upi,cust106318,sbi,current,30-07-2023,active
kimberly4768@upi,cust104600,axis,savings,05-11-2023,active
mrs.7740@upi,cust102385,axis,credit_card_linked,29-03-2025,active
mary7963@upi,cust103330,sbi,credit_card_linked,20-11-2023,active
julia7880@upi,cust109676,kotak,savings,03-11-2024,active
amy9101@upi,cust109231,sbi,current,23-01-2024,active
patricia6868@upi,cust109014,kotak,savings,12-06-2023,active
katherine5785@upi,cust109918,hdfc,savings,13-01-2024,active
logan2482@upi,cust106653,axis,savings,05-08-2025,active
shannon9896@upi,cust100981,pnb,current,18-05-2025,active
thomas4699@upi,cust107285,axis,savings,08-02-2023,active
lori8984@upi,cust107679,kotak,credit_card_linked,22-05-2022,active
rachel7709@upi,cust105937,hdfc,savings,03-12-2024,active
richard6019@upi,cust108509,axis,savings,05-12-2024,active
alyssa4242@upi,cust101751,hdfc,savings,05-07-2025,active
martha8802@upi,cust101149,kotak,current,28-07-2025,active
anthony2263@upi,cust102871,axis,current,17-04-2023,active
rachel5475@upi,cust102070,pnb,savings,24-11-2023,active
brittney4925@upi,cust101291,pnb,current,12-06-2024,active
lindsay8685@upi,cust107335,axis,current,10-01-2024,suspended
clifford2619@upi,cust109658,kotak,savings,17-03-2025,active
randy4357@upi,cust109389,hdfc,credit_card_linked,23-01-2025,active
cynthia1883@upi,cust101161,axis,credit_card_linked,09-02-2025,active
amy2126@upi,cust106105,icici,savings,18-10-2023,active
michele4454@upi,cust102543,hdfc,credit_card_linked,09-11-2024,active
angela8304@upi,cust108597,sbi,savings,07-07-2025,blocked
chloe5731@upi,cust100166,pnb,savings,13-01-2025,active
justin9761@upi,cust101976,kotak,credit_card_linked,21-04-2025,active
earl1713@upi,cust100815,icici,current,29-03-2025,active
kendra2324@upi,cust108627,hdfc,savings,18-07-2025,active
elizabeth9383@upi,cust105615,pnb,savings,27-01-2025,active
michael8093@upi,cust103501,sbi,current,09-04-2025,active
kaitlin6191@upi,cust109776,axis,current,12-01-2025,active
heather5461@upi,cust103597,hdfc,savings,17-08-2023,active
cynthia3507@upi,cust104111,icici,credit_card_linked,14-03-2024,active
jay5545@upi,cust102805,pnb,credit_card_linked,04-02-2023,active
melissa8222@upi,cust105280,pnb,savings,26-07-2023,active
mr.3150@upi,cust106832,kotak,credit_card_linked,05-06-2024,active
frank2041@upi,cust103211,kotak,current,29-06-2025,active
karen5541@upi,cust102493,kotak,current,11-01-2024,active
ian3168@upi,cust109995,hdfc,credit_card_linked,10-07-2025,active
carl2917@upi,cust102021,pnb,credit_card_linked,31-12-2023,active
michael3763@upi,cust105589,icici,credit_card_linked,05-04-2025,active
alexandria8295@upi,cust104430,icici,current,10-09-2023,active
christine3478@upi,cust106649,sbi,current,04-07-2025,active
charles8622@upi,cust105551,icici,credit_card_linked,30-07-2025,active
jessica4986@upi,cust107744,kotak,savings,20-07-2024,active
brian7288@upi,cust102704,icici,current,12-05-2025,active
charles3822@upi,cust108026,kotak,savings,08-02-2025,active
courtney2542@upi,cust109335,sbi,credit_card_linked,19-07-2025,active
daniel5663@upi,cust102869,hdfc,savings,03-10-2023,active
samantha9308@upi,cust109270,icici,current,25-02-2025,active
beth3505@upi,cust101084,kotak,current,04-05-2024,active
lori8608@upi,cust104253,axis,credit_card_linked,04-03-2023,active
heidi1513@upi,cust104551,sbi,savings,31-03-2022,active
christopher7117@upi,cust109828,pnb,savings,02-08-2025,blocked
samuel6259@upi,cust105077,pnb,current,13-07-2025,active
shawn4620@upi,cust105367,sbi,current,25-03-2024,blocked
dennis2278@upi,cust102032,pnb,current,11-07-2023,blocked
jason6953@upi,cust102017,hdfc,savings,12-03-2025,active
kimberly5825@upi,cust102426,sbi,credit_card_linked,30-12-2023,active
carl9500@upi,cust104918,kotak,credit_card_linked,30-06-2025,active
jack4810@upi,cust109911,hdfc,current,04-08-2025,suspended
rebecca3083@upi,cust107387,pnb,credit_card_linked,24-06-2021,active
nicole6439@upi,cust103643,kotak,savings,21-11-2024,active
edward1366@upi,cust101115,icici,savings,04-11-2022,active
jody1404@upi,cust107267,axis,credit_card_linked,07-07-2024,active
patricia5683@upi,cust106814,sbi,savings,08-07-2023,active
yvonne1013@upi,cust103519,icici,current,17-07-2025,active
elizabeth2851@upi,cust105301,hdfc,current,04-07-2025,active
carla1281@upi,cust105225,sbi,credit_card_linked,11-03-2025,active
julie7523@upi,cust107338,sbi,current,30-01-2023,active
kevin6976@upi,cust107625,axis,current,07-07-2025,active
charles8241@upi,cust102535,pnb,current,23-06-2025,active
timothy8120@upi,cust103890,hdfc,credit_card_linked,06-06-2022,active
christina2555@upi,cust108953,icici,savings,16-01-2025,active
lisa1688@upi,cust106893,kotak,savings,24-05-2022,active
danielle9129@upi,cust100668,axis,savings,27-01-2025,active
rachael7432@upi,cust105127,axis,savings,02-07-2022,active
hector1492@upi,cust101562,kotak,current,22-01-2025,active
david8560@upi,cust108405,kotak,current,24-11-2022,active
suzanne8640@upi,cust102972,hdfc,credit_card_linked,25-08-2023,active
sandra7814@upi,cust106882,kotak,current,21-06-2024,active
valerie9306@upi,cust104504,axis,savings,03-08-2025,active
rachel1047@upi,cust106652,sbi,savings,08-10-2023,active
kenneth2396@upi,cust100533,axis,credit_card_linked,20-04-2024,active
ronald5255@upi,cust102203,kotak,current,15-04-2022,active
joel5368@upi,cust102265,kotak,credit_card_linked,16-08-2024,active
amanda2655@upi,cust109944,pnb,credit_card_linked,01-03-2025,blocked
mark8496@upi,cust103472,pnb,savings,21-05-2023,active
laurie2008@upi,cust100289,kotak,credit_card_linked,07-02-2024,active
shannon8617@upi,cust101394,icici,current,05-04-2024,active
robert2840@upi,cust100001,sbi,savings,10-07-2025,active
john9458@upi,cust104115,icici,current,09-11-2023,active
natalie5079@upi,cust106370,axis,credit_card_linked,03-08-2024,active
aaron4098@upi,cust101339,sbi,current,29-06-2024,active
heather2948@upi,cust101496,pnb,credit_card_linked,07-10-2024,active
alexis3581@upi,cust109156,axis,credit_card_linked,03-04-2025,active
derrick9629@upi,cust106578,hdfc,savings,13-05-2025,active
geoffrey2078@upi,cust105735,pnb,current,30-07-2025,suspended
sonya2111@upi,cust100782,icici,current,11-12-2021,active
kevin6369@upi,cust105129,pnb,credit_card_linked,13-07-2023,active
tracy4318@upi,cust108072,axis,current,03-11-2021,active
kimberly8217@upi,cust101828,axis,current,30-12-2024,active
larry6041@upi,cust102615,sbi,current,06-03-2025,active
joe6950@upi,cust108061,kotak,credit_card_linked,27-02-2025,active
alyssa4626@upi,cust106216,hdfc,current,30-03-2023,active
steven1655@upi,cust108023,sbi,current,28-12-2024,active
jorge5330@upi,cust106161,sbi,current,22-04-2024,active
heather6605@upi,cust101505,pnb,current,01-01-2025,active
misty1049@upi,cust107304,kotak,savings,09-10-2024,active
michelle2162@upi,cust107100,pnb,savings,08-07-2023,active
penny7375@upi,cust101229,axis,savings,10-12-2024,active
jimmy6379@upi,cust106261,hdfc,current,05-04-2023,active
nancy6508@upi,cust101038,kotak,credit_card_linked,08-12-2023,active
jeremy8688@upi,cust101231,hdfc,current,14-03-2021,active
paige5045@upi,cust103329,pnb,current,16-06-2025,active
kimberly5530@upi,cust103745,kotak,credit_card_linked,04-08-2025,active
kristy9360@upi,cust100070,sbi,credit_card_linked,10-07-2023,active
dustin8109@upi,cust106690,hdfc,savings,04-01-2025,active
jack3266@upi,cust103553,kotak,credit_card_linked,05-03-2025,active
anthony9705@upi,cust102991,sbi,current,23-03-2024,active
sheila4703@upi,cust107961,kotak,credit_card_linked,04-06-2024,active
melissa3623@upi,cust101917,icici,credit_card_linked,07-05-2024,active
kathryn3901@upi,cust103422,pnb,credit_card_linked,04-07-2025,active
emma5514@upi,cust103851,axis,savings,29-12-2023,active
ashley4841@upi,cust106397,kotak,credit_card_linked,01-05-2022,active
susan4195@upi,cust109374,sbi,savings,11-12-2023,active
ashley7073@upi,cust109095,hdfc,current,28-11-2021,active
beth1691@upi,cust102263,kotak,current,15-06-2025,active
ethan9600@upi,cust106357,icici,current,20-03-2025,active
william3048@upi,cust101362,sbi,current,07-03-2025,active
anna9734@upi,cust101346,sbi,savings,27-01-2022,active
brittany8768@upi,cust104125,kotak,savings,10-11-2024,active
kyle8126@upi,cust108179,icici,credit_card_linked,21-12-2022,active
bradley9036@upi,cust109202,sbi,credit_card_linked,04-12-2024,active
christopher2066@upi,cust103633,hdfc,credit_card_linked,07-03-2023,active
michelle9344@upi,cust105988,sbi,credit_card_linked,22-01-2025,active
joseph5214@upi,cust102717,kotak,credit_card_linked,04-09-2023,active
bryan3868@upi,cust106596,hdfc,credit_card_linked,11-07-2025,active
steven6998@upi,cust100215,icici,current,02-07-2024,active
julie5037@upi,cust101264,icici,savings,20-08-2024,active
breanna7140@upi,cust104087,sbi,credit_card_linked,29-05-2025,suspended
michael3957@upi,cust104689,sbi,credit_card_linked,02-05-2025,suspended
robert5647@upi,cust108232,sbi,credit_card_linked,17-02-2025,active
timothy1443@upi,cust103552,axis,savings,28-06-2025,active
timothy7337@upi,cust102131,axis,current,21-09-2024,active
kurt9126@upi,cust101298,kotak,credit_card_linked,07-09-2024,active
lisa6111@upi,cust100879,pnb,credit_card_linked,22-05-2025,active
mark7651@upi,cust106786,pnb,savings,03-12-2024,active
maxwell3301@upi,cust102116,pnb,savings,22-04-2024,active
rebecca4185@upi,cust103667,axis,credit_card_linked,28-05-2025,active
reginald7049@upi,cust105881,kotak,credit_card_linked,21-09-2023,active
roger2078@upi,cust103800,axis,savings,15-10-2023,active
don3517@upi,cust105718,icici,savings,03-02-2022,active
gregory2445@upi,cust102107,sbi,current,12-03-2024,blocked
christopher4112@upi,cust109967,pnb,savings,19-06-2025,active
sandra6160@upi,cust106096,pnb,credit_card_linked,18-04-2022,active
charles7905@upi,cust107704,pnb,credit_card_linked,30-07-2025,active
connie2680@upi,cust105560,hdfc,savings,26-07-2025,active
heather5173@upi,cust103668,sbi,credit_card_linked,13-04-2023,active
marilyn6571@upi,cust107992,sbi,credit_card_linked,07-05-2025,active
jeffrey9510@upi,cust104201,pnb,credit_card_linked,17-02-2023,active
tammie9045@upi,cust108805,sbi,credit_card_linked,23-06-2024,active
karen5101@upi,cust109821,axis,current,19-07-2025,active
michael1062@upi,cust105296,pnb,credit_card_linked,14-12-2023,active
michael8480@upi,cust103756,kotak,savings,03-08-2025,active
kayla1472@upi,cust108861,hdfc,savings,27-10-2024,active
jacqueline6103@upi,cust100644,kotak,savings,01-07-2024,active
justin5668@upi,cust109358,axis,credit_card_linked,31-03-2025,active
julie1742@upi,cust109020,axis,credit_card_linked,31-07-2025,active
lisa6183@upi,cust101371,pnb,current,29-05-2025,active
rhonda6025@upi,cust101243,sbi,savings,25-09-2021,active
scott7489@upi,cust107559,sbi,current,06-09-2024,active
cynthia6380@upi,cust101597,kotak,savings,27-01-2025,active
jonathon4066@upi,cust102759,kotak,current,18-02-2025,active
eddie2971@upi,cust102737,sbi,current,06-11-2024,active
melanie4726@upi,cust104539,hdfc,savings,17-09-2024,active
gail4339@upi,cust100183,pnb,savings,17-11-2022,active
stacy4421@upi,cust109833,icici,credit_card_linked,27-05-2024,active
thomas5801@upi,cust100022,axis,credit_card_linked,29-05-2025,active
patricia7326@upi,cust107146,kotak,credit_card_linked,22-08-2024,active
roger8894@upi,cust108365,kotak,credit_card_linked,20-07-2025,active
scott7660@upi,cust100423,pnb,savings,11-11-2023,active
deborah2945@upi,cust108655,sbi,savings,18-02-2021,active
kenneth9857@upi,cust102497,pnb,current,28-11-2022,active
michael7737@upi,cust107086,axis,credit_card_linked,13-02-2025,active
jessica2431@upi,cust103152,icici,current,27-03-2022,active
kimberly8147@upi,cust101673,sbi,current,20-01-2025,active
michael4640@upi,cust101002,icici,savings,28-05-2025,blocked
heather4374@upi,cust107255,pnb,savings,29-08-2024,active
jennifer9620@upi,cust105427,kotak,credit_card_linked,28-10-2022,active
paul3566@upi,cust100097,icici,current,09-07-2025,active
karla9299@upi,cust109175,icici,current,14-04-2025,active
jacob8587@upi,cust107803,pnb,current,02-08-2025,active
kevin8565@upi,cust109701,hdfc,current,31-01-2025,active
matthew6955@upi,cust105783,icici,credit_card_linked,21-05-2024,active
brian7715@upi,cust109646,hdfc,savings,18-05-2021,active
tracy2805@upi,cust107886,hdfc,current,11-03-2025,suspended
howard2617@upi,cust109891,kotak,credit_card_linked,31-03-2024,active
jasmine1370@upi,cust103812,sbi,savings,21-12-2022,active
alex3484@upi,cust100592,kotak,current,05-07-2025,active
michelle3181@upi,cust109324,sbi,savings,30-05-2025,active
amanda4620@upi,cust106816,kotak,savings,12-07-2023,active
maurice2350@upi,cust104397,kotak,credit_card_linked,27-06-2025,active
jacob1421@upi,cust105840,hdfc,current,15-12-2024,active
jeffrey3795@upi,cust104201,icici,savings,07-01-2024,active
savannah8219@upi,cust108648,axis,savings,19-03-2023,active
cindy6329@upi,cust104632,pnb,current,10-06-2024,active
elizabeth8647@upi,cust100979,icici,credit_card_linked,01-02-2024,active
joel2951@upi,cust104742,icici,savings,02-07-2024,active
david6613@upi,cust105848,kotak,savings,16-12-2023,active
christine2978@upi,cust100374,icici,current,02-04-2025,active
andrea9954@upi,cust101382,icici,credit_card_linked,06-05-2025,active
adam7539@upi,cust102217,axis,savings,26-04-2025,active
laura1209@upi,cust106467,hdfc,savings,25-02-2023,active
michael7185@upi,cust101280,kotak,savings,26-03-2024,active
robert4682@upi,cust101000,axis,credit_card_linked,05-07-2024,active
ryan8240@upi,cust108252,icici,credit_card_linked,18-09-2024,blocked
karen2732@upi,cust109244,kotak,credit_card_linked,04-08-2022,active
melissa5719@upi,cust104836,axis,savings,29-06-2025,active
colleen1386@upi,cust101565,pnb,credit_card_linked,08-05-2025,active
ethan6883@upi,cust103286,axis,savings,19-03-2025,active
marie2608@upi,cust104903,axis,savings,24-04-2024,active
alicia5835@upi,cust103767,axis,savings,29-04-2025,active
christopher5648@upi,cust104905,pnb,current,08-08-2023,active
amanda6326@upi,cust103452,pnb,savings,15-05-2024,active
martin1828@upi,cust108983,sbi,savings,19-08-2023,active
lisa9471@upi,cust107838,axis,savings,14-09-2022,suspended
dr.9042@upi,cust106937,hdfc,current,13-05-2025,active
jacob4020@upi,cust100339,axis,savings,06-09-2023,active
nicole8725@upi,cust108262,icici,savings,25-07-2025,active
william3147@upi,cust107371,icici,savings,02-04-2025,active
donna2046@upi,cust103856,axis,credit_card_linked,04-12-2020,active
nicholas2818@upi,cust104825,pnb,current,23-12-2024,active
cassandra5111@upi,cust104196,hdfc,savings,31-08-2022,active
christie8890@upi,cust102277,axis,current,18-03-2025,suspended
cheryl4897@upi,cust103993,axis,credit_card_linked,06-06-2021,active
dawn8039@upi,cust108024,pnb,current,22-07-2025,active
andrew6470@upi,cust109093,pnb,savings,04-03-2025,active
michael2274@upi,cust100796,kotak,current,11-07-2024,active
katelyn7391@upi,cust104069,axis,credit_card_linked,05-03-2024,active
